q_data_sort,q_frequency
62.7001958333362,0.38314176245210724
61.4688159722233,0.7662835249042145
60.749327777779,1.1494252873563218
56.98,1.532567049808429
55.8879502688227,1.9157088122605364
55.14,2.2988505747126435
51.7440374999978,2.681992337164751
51.27,3.065134099616858
50.6,3.4482758620689653
48.25,3.8314176245210727
46.09,4.21455938697318
45.54,4.597701149425287
45.29,4.980842911877394
44.7212661290316,5.363984674329502
44.4233911290328,5.747126436781609
44.1046583333325,6.130268199233716
43.64,6.513409961685824
42.9033286290303,6.896551724137931
42.691143055556,7.2796934865900385
42.5521008064516,7.662835249042145
41.86,8.045977011494253
41.83,8.42911877394636
41.603004166666,8.812260536398467
41.5972083333318,9.195402298850574
41.21,9.578544061302683
41.0117479166645,9.961685823754788
40.9461357638898,10.344827586206897
40.2567782258063,10.727969348659004
39.6897187500028,11.11111111111111
39.25,11.494252873563218
39.18,11.877394636015326
38.87,12.260536398467432
38.17,12.643678160919542
38.09,13.026819923371647
37.9162701612886,13.409961685823754
37.84,13.793103448275861
37.69,14.17624521072797
36.74,14.559386973180077
36.65,14.942528735632186
36.5745927419351,15.32567049808429
35.65,15.708812260536398
35.31,16.091954022988507
35.3081753072196,16.47509578544061
34.9619240591406,16.85823754789272
34.87,17.24137931034483
34.2397049731154,17.624521072796934
34.1723077956987,18.007662835249043
34.11,18.39080459770115
33.9318145161294,18.773946360153257
33.782690277778,19.157088122605366
33.77,19.54022988505747
33.12,19.923371647509576
33.0826437499996,20.306513409961685
33.08,20.689655172413794
32.8842986111113,21.0727969348659
32.53,21.455938697318008
32.32,21.839080459770116
32.0392166666687,22.22222222222222
31.9984260752684,22.60536398467433
31.96,22.988505747126435
31.95,23.371647509578544
31.8726626344085,23.754789272030653
31.86,24.137931034482758
31.65,24.521072796934863
31.4865322580641,24.904214559386972
31.12,25.287356321839084
31.0720376344087,25.67049808429119
30.98,26.053639846743295
30.9,26.436781609195403
30.73,26.81992337164751
30.49,27.203065134099617
30.135529569893,27.586206896551722
29.59,27.969348659003828
29.5,28.35249042145594
29.46,28.735632183908045
29.29,29.118773946360154
29.25,29.50191570881226
29.1555041666652,29.88505747126437
28.99,30.268199233716476
28.97,30.65134099616858
28.8508673611113,31.03448275862069
28.74,31.417624521072796
28.58,31.800766283524908
28.58,32.18390804597701
28.55,32.56704980842912
28.46,32.95019157088122
28.31,33.33333333333333
28.17,33.71647509578544
28.1380124999978,34.099616858237546
27.93,34.48275862068966
27.89,34.86590038314176
27.56,35.24904214559387
27.41,35.63218390804598
27.38,36.015325670498086
27.17,36.39846743295019
27.04,36.7816091954023
26.9,37.16475095785441
26.73,37.547892720306514
26.1322902777768,37.93103448275862
25.76,38.31417624521073
25.74,38.69731800766284
25.3622331989243,39.08045977011494
25.178953052996,39.46360153256705
25.13,39.84674329501915
25.061479838709,40.229885057471265
25.02,40.61302681992337
24.67,40.99616858237548
24.4032041666669,41.37931034482759
24.37,41.7624521072797
24.35,42.1455938697318
24.34,42.5287356321839
24.33,42.911877394636015
24.28,43.29501915708812
24.24,43.67816091954023
24.14,44.06130268199234
24.14,44.44444444444444
24.05,44.827586206896555
23.8979469086022,45.21072796934866
23.48,45.593869731800766
23.4713548387076,45.97701149425287
23.19,46.36015325670498
22.87,46.74329501915709
22.81,47.12643678160919
22.8096989247316,47.509578544061306
22.5508833333326,47.89272030651341
22.41,48.275862068965516
22.39,48.65900383141762
22.21,49.042145593869726
22.17,49.42528735632184
22.07,49.808429118773944
21.65,50.191570881226056
21.39,50.57471264367817
21.1553097222216,50.95785440613027
21.088336021505,51.34099616858238
20.74,51.724137931034484
20.65,52.10727969348659
20.54,52.490421455938694
20.52,52.87356321839081
20.36,53.25670498084292
20.3298219086019,53.63984674329502
20.21,54.02298850574713
20.16,54.406130268199234
20.03,54.78927203065134
19.6811272321404,55.172413793103445
19.27,55.55555555555556
18.76,55.938697318007655
18.74,56.32183908045977
18.7345870535715,56.70498084291188
18.44,57.08812260536399
18.17,57.47126436781609
18.160893145161,57.8544061302682
18.09,58.23754789272031
18.0,58.620689655172406
17.9300840773808,59.00383141762452
17.86,59.38697318007663
17.79,59.77011494252874
17.69,60.15325670498084
17.36,60.53639846743295
17.3326995967743,60.91954022988506
17.29,61.30268199233716
17.2194215277785,61.68582375478927
17.11,62.06896551724138
16.62,62.45210727969349
16.48,62.83524904214559
16.33,63.2183908045977
16.31,63.601532567049816
16.25,63.984674329501914
16.09,64.36781609195403
16.0474932795702,64.75095785440614
15.65,65.13409961685824
15.62,65.51724137931035
15.5862836021499,65.90038314176245
15.54,66.28352490421456
15.54,66.66666666666666
15.51,67.04980842911877
15.4,67.43295019157088
15.38,67.81609195402298
15.19,68.19923371647509
15.17,68.5823754789272
15.13,68.96551724137932
15.12,69.34865900383141
15.08,69.73180076628353
15.0331646505374,70.11494252873564
15.0270188172042,70.49808429118774
14.89,70.88122605363985
14.88,71.26436781609196
14.71,71.64750957854406
14.6576727150539,72.03065134099617
14.394479166666,72.41379310344827
14.371731182795,72.79693486590038
14.21,73.18007662835248
14.07,73.5632183908046
14.06,73.9463601532567
13.94,74.32950191570882
13.9097923387098,74.71264367816092
13.9,75.09578544061303
13.6547958333327,75.47892720306514
13.64,75.86206896551724
13.18,76.24521072796935
12.92,76.62835249042146
12.90536155914,77.01149425287356
12.71,77.39463601532567
12.69,77.77777777777779
12.66,78.16091954022988
12.55,78.544061302682
12.5259486111109,78.9272030651341
12.51,79.3103448275862
12.42,79.6934865900383
12.3991584821433,80.07662835249042
12.39,80.45977011494253
12.31,80.84291187739464
12.2298971774183,81.22605363984674
12.16,81.60919540229885
12.149985887096,81.99233716475096
12.13,82.37547892720306
11.99,82.75862068965517
11.58,83.14176245210729
11.5046418010757,83.5249042145594
11.23,83.9080459770115
11.2135798611109,84.2911877394636
11.05,84.67432950191571
11.0,85.0574712643678
10.89,85.44061302681992
10.88,85.82375478927203
10.82,86.20689655172413
10.71,86.59003831417624
10.41,86.97318007662835
10.4,87.35632183908046
10.1768895833333,87.73946360153256
10.04,88.12260536398468
9.962,88.50574712643679
9.90413172043017,88.88888888888889
9.8989312499992,89.272030651341
9.77,89.65517241379311
9.543,90.03831417624522
9.40202586206898,90.42145593869732
9.36760752688174,90.80459770114942
9.219,91.18773946360153
9.19,91.57088122605363
9.19,91.95402298850574
8.61813911290328,92.33716475095785
8.4207923387091,92.72030651340997
8.21570026881721,93.10344827586206
8.007,93.48659003831418
7.854,93.86973180076629
7.614,94.25287356321839
7.36037638888896,94.6360153256705
7.29222988505746,95.01915708812261
7.168,95.40229885057471
6.783,95.78544061302682
6.652,96.16858237547893
6.538,96.55172413793103
6.28627419354859,96.93486590038314
5.71,97.31800766283524
5.682,97.70114942528735
5.34870208333302,98.08429118773945
5.117,98.46743295019157
4.544,98.85057471264368
3.675,99.23371647509579
2.531,99.61685823754789
2.382,100.0
